week,삼성전자,현대차,SK하이닉스,한국전력,NAVER,POSCO,삼성생명,삼성전자우,현대모비스,SK텔레콤,기아차,신한지주,삼성화재,KB금융,아모레퍼시픽,LG디스플레이,현대글로비스,LG화학,KT&G,LG,LG전자,LG생활건강,하나금융지주,KT,롯데쇼핑,아모레G,현대중공업,삼성SDI,기업은행,고려아연,현대제철,SK이노베이션,한화생명,강원랜드,코웨이,오리온,KCC,LG유플러스,S-Oil,롯데케미칼,현대차2우B,삼성카드,CJ,한국가스공사,현대건설,삼성전기,엔씨소프트,CJ제일제당,삼성중공업,CJ대한통운,호텔신라,한전KPS,GS,삼성증권,대우조선해양,현대차우,한샘,현대산업,현대백화점,대한항공,에스원,한국금융지주,LG이노텍,금호석유,영원무역,롯데제과,현대해상,두산중공업,효성,한국타이어월드와이드,영풍,대우건설,한화,SK네트웍스,두산,대림산업,GKL,두산인프라코어,제일기획,유한양행,현대그린푸드,롯데칠성,현대상선,한전기술,한화케미칼,LS산전,신세계,OCI,오뚜기,LS,현대홈쇼핑,하이트진로,한세실업,녹십자,LG하우시스,농심,GS건설,금호타이어,아이에스동서,아시아나항공,현대미포조선,SK케미칼,삼성엔지니어링,코리안리,태광산업,휠라코리아,영원무역홀딩스,CJ CGV,넥센타이어,메리츠종금증권,한일시멘트,코오롱인더,대상,AK홀딩스,아모레퍼시픽우,동양생명,쌍용차,동원F&B,LG상사,동원산업,무학,휴켐스,쌍용양회,키움증권,LG화학우,하나투어,SKC,녹십자홀딩스,한미약품,조광피혁,아이마켓코리아,한미사이언스,대웅제약,롯데푸드,한국콜마홀딩스,SK가스,한섬,JB금융지주,금호산업,서울가스,세아홀딩스,빙그레,한진,신도리코,풍산,현대상사,한국단자,SBS미디어홀딩스,대상홀딩스,다우기술,지역난방공사,NICE,고려제강,락앤락,에스엘,대교,S&T모티브,LG생활건강우,동원시스템즈,광동제약,대한해운,부광약품,삼천리,한국쉘석유,SBS,삼성화재우,세방전지,동아쏘시오홀딩스,신영증권,동국제강,대웅,농심홀딩스,두산건설
17Y_week24,0.0,0.0,3.28,1.71,1.53,0.0,1.67,0.0,0.0,0.0,7.18,0.0,4.78,0.0,0.0,1.46,0.0,0.0,4.32,0.0,1.05,0.0,0.0,5.22,0.0,0.0,0.05,0.65,0.0,0.92,0.0,0.0,0.59,1.79,2.93,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.15,0.51,0.0,0.0,0.0,0.0,0.18,0.0,0.0,1.01,0.0,0.0,0.0,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.89,0.0,0.0,1.04,0.0,4.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.14,4.89,0.0,0.0,2.59,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,3.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.07,0.0,0.0,1.15,0.0,0.0,0.0,0.0,0.0,3.43,0.0,0.0,0.0,0.0,3.77,0.0,0.99,2.34,2.37,0.16,1.49,0.0,0.0,1.84,0.0,0.0,4.49,1.43,0.0,0.0,0.0,6.85,0.0,0.0,0.0,0.0
17Y_week25,0.0,0.0,3.33,1.86,1.18,0.0,2.42,0.0,0.0,0.0,6.64,0.0,3.6,0.0,0.0,2.02,0.0,0.0,4.36,0.0,0.41,0.0,0.0,6.74,0.0,0.0,0.47,0.0,0.0,2.07,0.0,0.0,0.53,2.66,3.2,0.0,0.0,0.83,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.81,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.6,0.0,0.0,0.0,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.49,0.0,0.0,1.17,0.0,4.33,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,2.77,4.1,0.0,0.0,3.14,0.0,0.0,0.0,0.0,0.0,0.0,2.74,0.0,0.0,0.0,1.87,0.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,1.29,0.0,0.0,0.0,0.0,0.0,2.47,0.0,0.0,0.0,0.0,4.11,0.0,0.98,2.28,0.73,0.68,2.06,0.0,0.0,0.59,0.0,0.0,4.68,1.9,0.11,0.0,0.0,7.0,0.0,0.0,0.0,0.0
17Y_week26,0.0,0.0,3.69,1.53,1.33,0.0,2.69,0.0,0.0,0.0,7.42,0.0,3.4,0.0,0.0,2.26,0.0,0.0,3.47,0.0,0.51,0.0,0.0,5.78,0.0,0.0,0.13,0.07,0.0,1.97,0.0,0.0,0.35,2.74,4.69,0.0,0.0,1.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.18,1.09,0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.57,0.0,0.0,0.55,0.0,4.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,2.94,4.35,0.0,0.0,3.89,0.0,0.0,0.0,0.0,0.0,0.0,2.62,0.0,0.0,0.0,1.98,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,0.05,0.0,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.61,0.0,0.0,0.0,0.0,0.0,2.05,0.0,0.0,0.0,0.0,4.1,0.0,1.37,1.71,0.41,0.82,1.95,0.0,0.0,0.95,0.0,0.0,5.15,1.48,0.0,0.0,0.0,7.04,0.0,0.0,0.0,0.0
17Y_week27,0.0,0.0,3.78,1.63,1.43,0.0,2.73,0.0,0.0,0.0,7.43,0.0,3.41,0.0,0.0,2.22,0.0,0.0,3.45,0.0,0.68,0.0,0.0,5.49,0.0,0.0,0.14,0.0,0.0,1.94,0.0,0.0,0.24,2.79,4.53,0.0,0.0,1.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,1.09,0.0,0.0,0.0,0.0,0.42,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.53,0.0,0.0,0.53,0.0,4.26,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,2.85,4.39,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.0,2.63,0.0,0.0,0.0,2.07,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,0.07,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,4.1,0.0,1.44,1.63,0.31,0.85,1.97,0.0,0.0,0.93,0.0,0.0,5.14,1.5,0.0,0.0,0.0,6.95,0.0,0.0,0.0,0.0
17Y_week28,0.0,0.0,3.98,2.52,1.17,0.0,3.14,0.0,0.0,0.0,6.91,0.0,3.26,0.0,0.0,2.17,0.0,0.0,3.15,0.0,0.0,0.0,0.0,4.58,0.0,0.0,0.06,0.44,0.0,2.28,0.0,0.0,1.79,1.83,4.48,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44,1.13,0.0,0.0,0.0,0.0,0.09,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,1.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.69,0.0,0.0,0.75,0.0,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.79,2.71,4.13,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,2.45,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.12,0.0,0.0,0.0,0.0,0.0,0.84,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,2.08,0.0,0.0,0.0,0.0,4.16,0.0,1.44,1.56,0.0,0.8,1.64,0.0,0.0,0.9,0.0,0.0,5.57,1.8,0.0,0.0,0.0,6.48,0.0,0.0,0.0,0.0
17Y_week29,0.0,0.0,3.95,2.84,0.95,0.0,3.15,0.0,0.0,0.0,6.99,0.0,2.99,0.0,0.0,1.87,0.0,0.0,2.88,0.0,0.0,0.0,0.0,4.46,0.0,0.0,0.12,0.56,0.0,2.53,0.0,0.0,1.45,1.42,4.44,0.0,0.0,1.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,1.19,0.0,0.0,0.0,0.0,0.3,0.0,0.0,0.72,0.0,0.0,0.0,0.0,0.0,1.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.7,0.0,0.0,0.69,0.0,3.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,2.67,4.2,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,2.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.12,0.0,0.0,0.0,0.0,0.0,1.19,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,2.57,0.0,0.0,0.0,0.0,4.07,0.0,1.76,1.64,0.24,0.24,1.95,0.0,0.0,0.6,0.0,0.0,5.52,1.73,0.05,0.0,0.0,6.2,0.0,0.0,0.0,0.0
17Y_week30,0.0,0.0,3.78,2.58,1.05,0.0,3.01,0.0,0.0,0.0,7.16,0.0,3.16,0.0,0.0,2.16,0.0,0.0,2.73,0.0,0.0,0.0,0.0,4.34,0.0,0.0,0.04,0.71,0.0,2.57,0.0,0.0,1.48,1.5,4.58,0.0,0.0,1.79,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.09,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.77,0.0,0.0,0.62,0.0,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.95,2.28,4.37,0.0,0.0,4.05,0.0,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,2.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.08,0.0,0.0,0.0,0.0,0.0,1.21,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,2.6,0.0,0.0,0.0,0.0,4.13,0.0,1.79,1.64,0.11,0.15,1.81,0.0,0.0,0.74,0.0,0.0,5.36,1.62,0.07,0.0,0.0,5.97,0.0,0.0,0.0,0.0
17Y_week31,0.0,0.0,3.76,2.5,0.87,0.0,2.91,0.0,0.0,0.0,7.16,0.0,3.29,0.0,0.0,2.07,0.0,0.0,2.63,0.0,0.0,0.0,0.0,4.29,0.0,0.0,0.14,0.62,0.0,2.79,0.0,0.0,1.49,1.48,4.8,0.0,0.0,1.92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.39,1.2,0.0,0.0,0.0,0.0,0.16,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.65,0.0,3.58,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.29,2.5,4.3,0.0,0.0,3.81,0.0,0.0,0.0,0.0,0.0,0.0,2.31,0.0,0.0,0.0,2.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15,0.03,0.0,0.0,0.0,0.0,0.0,1.18,0.0,0.0,0.93,0.0,0.0,0.0,0.0,0.0,2.65,0.0,0.0,0.0,0.0,4.3,0.0,1.81,1.78,0.0,0.14,1.79,0.0,0.0,0.58,0.0,0.0,5.35,1.67,0.27,0.0,0.0,6.02,0.0,0.0,0.0,0.0
17Y_week32,0.0,0.0,3.76,1.84,0.89,0.0,3.03,0.0,0.0,0.0,7.02,0.0,3.6,0.0,0.0,2.01,0.0,0.0,2.17,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.0,0.74,0.0,2.38,0.0,0.0,2.22,1.34,4.68,0.0,0.0,1.86,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.92,0.0,0.0,0.0,0.0,0.35,0.0,0.0,0.84,0.0,0.0,0.0,0.0,0.0,1.14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.51,0.0,0.0,0.4,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.87,1.95,4.83,0.0,0.0,4.51,0.0,0.0,0.0,0.0,0.0,0.0,1.4,0.0,0.0,0.0,2.61,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,0.0,0.0,0.0,0.0,0.91,0.0,0.0,0.89,0.0,0.0,0.0,0.0,0.0,2.78,0.0,0.0,0.0,0.0,4.07,0.0,1.62,1.87,0.57,0.0,1.73,0.0,0.0,1.0,0.0,0.0,5.4,1.81,0.41,0.22,0.0,6.22,0.0,0.0,0.0,0.0
17Y_week33,0.0,0.0,3.97,2.08,0.79,0.0,3.14,0.0,0.0,0.0,6.97,0.0,3.23,0.0,0.0,1.95,0.0,0.0,2.56,0.0,0.0,0.0,0.0,3.95,0.0,0.0,0.0,0.8,0.0,2.53,0.0,0.0,2.49,1.11,4.96,0.0,0.0,1.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.89,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.95,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.71,0.0,0.0,0.31,0.0,4.15,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.84,2.14,4.68,0.0,0.0,4.4,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,2.35,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.73,0.0,0.0,0.83,0.0,0.0,0.0,0.0,0.0,2.82,0.0,0.0,0.0,0.0,4.22,0.0,1.71,2.07,0.81,0.0,1.7,0.0,0.0,0.86,0.0,0.0,5.49,1.69,0.16,0.0,0.0,6.31,0.0,0.0,0.0,0.0
17Y_week34,0.0,0.0,4.16,2.21,0.86,0.0,2.89,0.0,0.0,0.0,6.75,0.0,3.38,0.0,0.0,1.64,0.0,0.0,2.34,0.0,0.15,0.0,0.0,3.9,0.0,0.0,0.0,0.55,0.0,2.56,0.0,0.0,2.69,1.5,4.81,0.0,0.0,1.46,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48,0.7,0.0,0.0,0.0,0.0,0.12,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.69,0.0,0.0,0.3,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,1.68,4.68,0.0,0.0,3.92,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.0,0.23,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.07,1.36,0.0,0.0,0.0,0.0,0.0,2.54,0.0,0.0,0.0,0.0,4.15,0.0,1.6,2.03,0.64,0.0,1.57,0.0,0.0,1.12,0.0,0.0,5.77,1.92,0.15,0.27,0.0,6.11,0.0,0.0,0.0,0.0
17Y_week35,0.0,0.0,4.04,2.14,1.71,0.0,2.79,0.0,0.0,0.0,6.71,0.0,3.71,0.0,0.0,1.68,0.0,0.0,2.36,0.0,0.24,0.0,0.0,4.32,0.0,0.0,0.0,0.28,0.0,2.35,0.0,0.0,2.44,1.83,4.58,0.0,0.0,1.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.67,0.48,0.0,0.0,0.0,0.0,0.21,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.77,0.0,0.0,0.34,0.0,4.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.25,1.49,4.63,0.0,0.0,4.07,0.0,0.0,0.0,0.0,0.0,0.0,1.11,0.0,0.0,0.0,2.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.74,0.0,0.3,1.27,0.0,0.0,0.0,0.0,0.0,2.71,0.0,0.0,0.0,0.0,3.86,0.0,1.16,1.91,0.71,0.0,1.69,0.0,0.0,1.26,0.0,0.0,5.8,2.16,0.0,0.22,0.0,5.93,0.0,0.0,0.0,0.0
17Y_week36,0.0,0.0,3.6,2.02,1.61,0.0,2.21,0.0,0.0,0.0,6.58,0.0,3.45,0.0,0.0,1.53,0.0,0.0,2.29,0.0,1.0,0.0,0.0,3.62,0.0,0.0,0.0,0.16,0.0,2.25,0.0,0.0,3.1,1.5,4.4,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.55,0.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.92,0.0,0.0,0.0,0.0,0.0,0.88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.36,0.0,0.0,0.56,0.0,4.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.64,1.82,4.84,0.0,0.0,4.57,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,3.18,0.0,0.0,0.0,0.0,0.44,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.31,0.0,0.4,0.84,0.0,0.0,0.0,0.0,0.0,2.87,0.0,0.0,0.0,0.0,3.93,0.0,1.35,1.65,0.18,0.0,1.37,0.0,0.0,1.33,0.0,0.0,5.38,1.82,0.0,0.69,0.0,6.32,0.0,0.0,0.0,0.0
17Y_week37,0.0,0.0,3.9,1.88,2.02,0.0,2.24,0.0,0.0,0.0,6.66,0.0,3.09,0.0,0.0,1.07,0.0,0.0,1.93,0.0,0.79,0.0,0.0,3.53,0.0,0.0,0.0,0.08,0.0,1.97,0.0,0.0,3.75,2.2,3.88,0.0,0.0,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.77,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.05,0.0,0.0,0.0,0.0,0.0,1.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.11,0.0,0.0,0.66,0.0,4.97,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.53,1.81,5.05,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.45,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.98,0.0,0.35,0.73,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,3.84,0.0,1.68,1.52,0.59,0.0,1.18,0.0,0.0,1.72,0.0,0.0,5.78,1.55,0.0,0.9,0.0,6.28,0.0,0.0,0.0,0.0
17Y_week38,0.0,0.0,3.89,1.88,2.04,0.0,2.23,0.0,0.0,0.0,6.66,0.0,3.09,0.0,0.0,1.08,0.0,0.0,1.92,0.0,0.83,0.0,0.0,3.53,0.0,0.0,0.0,0.06,0.0,1.95,0.0,0.0,3.76,2.2,3.87,0.0,0.0,0.55,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.78,0.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.04,0.0,0.0,0.0,0.0,0.0,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.07,0.0,0.0,0.65,0.0,4.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.57,1.85,5.04,0.0,0.0,4.55,0.0,0.0,0.0,0.0,0.0,0.0,0.46,0.0,0.0,0.0,3.53,0.0,0.0,0.0,0.0,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.99,0.0,0.35,0.72,0.0,0.0,0.0,0.0,0.0,2.81,0.0,0.0,0.0,0.0,3.83,0.0,1.69,1.52,0.57,0.0,1.18,0.0,0.0,1.73,0.0,0.0,5.77,1.55,0.0,0.9,0.0,6.28,0.0,0.0,0.0,0.0
17Y_week39,0.0,0.0,5.08,1.29,1.74,0.0,2.38,0.0,0.23,0.0,6.94,0.0,3.02,0.0,0.0,0.38,0.0,0.0,1.94,0.0,0.22,0.0,0.0,4.1,0.0,0.0,0.0,0.41,0.0,1.86,0.0,0.0,3.74,2.34,3.83,0.0,0.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.57,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.26,0.0,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.82,0.0,0.0,1.6,0.0,5.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.63,0.44,4.97,0.0,0.0,4.42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52,0.0,0.29,0.67,0.0,0.0,0.0,0.0,0.0,2.72,0.0,0.0,0.0,0.0,4.32,0.0,1.64,1.46,1.37,0.0,1.15,0.0,0.0,1.64,0.0,0.0,6.47,1.95,0.17,1.38,0.0,6.43,0.0,0.0,0.0,0.0
17Y_week41,0.0,0.0,4.53,1.61,1.77,0.0,2.41,0.0,0.0,0.0,6.8,0.71,2.25,0.0,0.0,1.35,0.0,0.0,2.19,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.55,0.0,1.1,0.0,0.0,2.72,3.02,4.05,0.0,0.0,0.54,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21,0.52,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.43,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.27,0.0,0.0,1.4,0.0,5.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.82,1.18,5.07,0.0,0.0,4.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.83,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.51,0.0,0.35,0.64,0.0,0.0,0.0,0.0,0.0,2.95,0.0,0.0,0.0,0.0,3.8,0.0,1.62,1.17,1.77,0.0,0.86,0.0,0.0,1.57,0.0,0.0,6.49,1.84,0.57,1.89,0.0,5.32,0.0,0.0,0.0,0.0
17Y_week42,0.0,0.0,4.54,1.38,1.71,0.0,2.35,0.0,0.0,0.0,6.69,0.52,2.55,0.0,0.0,1.26,0.0,0.0,2.1,0.0,0.0,0.0,0.0,4.05,0.0,0.0,0.0,0.53,0.0,0.99,0.0,0.0,2.75,3.02,4.1,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.38,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35,0.0,0.0,1.47,0.0,5.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.9,1.0,5.09,0.0,0.0,4.89,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.59,0.0,0.34,0.54,0.0,0.0,0.0,0.0,0.0,2.84,0.0,0.0,0.0,0.0,3.66,0.0,1.57,1.25,1.86,0.0,0.87,0.0,0.0,1.69,0.0,0.0,6.23,1.88,0.72,2.03,0.0,5.32,0.0,0.0,0.0,0.0
